"Ad Set Name","Ratio pagos i / Visitas","Ratio Visitas/Clicks",Results,"Result indicator","Result rate",Reach,Frequency,Impressions,"Ad set delivery","Amount spent (COP)","Clicks (all)","CPC (All) (COP)","CTR (all)","Gross impressions (includes invalid impressions from non-human traffic)","Auto-refresh impressions","Attribution setting","Cost per results","Cost per 1,000 people reached (COP)","CPM (cost per 1,000 impressions) (COP)","Page engagement","Page likes","Post comments","Post engagement","Post reactions","Post saves","Post shares","Photo views","Event responses",Check-ins,"100% in-view impressions","100% in-view reach",ar_effect_share:ar_effect_share,"Cost per Page engagement (COP)","Cost per Page like (COP)","Cost per post engagement (COP)","Cost per Event Response (COP)","New messaging connections","Blocked messaging connections","Messaging Conversations Started","Cost per new messaging connection (COP)","Cost per messaging conversations started (COP)","Unique 2-second continuous video plays","2-second continuous video plays","3-second video plays",ThruPlays,"Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays","Instant experience view time","Instant experience view percentage",instant_experience_element_impressions:instant_experience_element_impression,instant_experience_element_reach:instant_experience_element_impression,"Cost per 2-second continuous video play (COP)","Cost per 3-second video plays (COP)","Cost per ThruPlay (COP)","Link clicks","Unique link clicks","Outbound clicks","Unique outbound clicks","CTR (link click-through rate)","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique clicks (all)","Unique CTR (all)","Instant experience clicks to open","Instant experience clicks to start","Instant experience outbound clicks",actions:click_to_call_call_confirm,"CPC (cost per link click) (COP)","Cost per unique link click (COP)","Cost per outbound click (COP)","Cost per unique outbound click (COP)","Cost per unique click (all) (COP)","Estimated ad recall lift (people)","Estimated ad recall lift rate","Cost per estimated ad recall lift (people) (COP)","Achievements unlocked","Cost per achievement unlocked (COP)","Achievements unlocked conversion value","Unique achievements unlocked","Cost per unique achievement unlocked (COP)","Adds of payment info","Cost per add of payment info (COP)","Adds of payment info conversion value","Unique adds of payment info","Cost per unique add of payment info (COP)","Adds to cart","Cost per add to cart (COP)","Adds to cart conversion value","Unique Adds to Cart","Cost per unique add to cart (COP)","Adds to wishlist","Cost per add to wishlist (COP)","Adds to wishlist conversion value","Unique adds to wishlist","Cost per unique add to wishlist (COP)","App activations","Cost per app activation (COP)","App activations conversion value","Unique app activations","Cost per unique app activation (COP)","App installs","Cost per app install (COP)","Applications submitted","Cost per Submit Application (COP)","Submit application conversion value","Appointments Scheduled","Cost per schedule (COP)","Schedule conversion value","Checkouts Initiated","Cost per checkout initiated (COP)","Checkouts initiated conversion value","Unique checkouts initiated","Cost per unique checkout initiated (COP)",Contacts,"Cost per contact (COP)","Contact conversion value","Content views","Cost per content view (COP)","Content views conversion value","Unique content views","Cost per unique content view (COP)","Credit spends","Cost per Credit Spend (COP)","Credit spends conversion value","Unique credit spends","Cost per unique credit spend (COP)","Custom Events","Cost per custom event (COP)","Desktop app engagements","Cost per desktop app engagement (COP)","Desktop app story engagements","Cost per desktop app story engagement (COP)","Desktop app uses","Cost per desktop app use (COP)","Donation ROAS (return on ad spend)",Donations,"Cost per donation (COP)","Donate conversion value","Game plays","Cost per game play (COP)","Get directions clicks","In-app ad clicks","Cost per in-app ad click (COP)","In-app ad impressions","Cost per 1,000 in-app ad impressions (COP)","Landing page views","Cost per landing page view (COP)","Unique landing page views"," (COP)",Leads,"Cost per lead (COP)","Leads Conversion Value","Levels achieved","Cost per level achieved (COP)","Levels achieved conversion value","Unique levels completed","Cost per unique level completed (COP)","Location searches","Cost per find location (COP)","Find location conversion value","Mobile app D2 retention","Cost per mobile app D2 retention (COP)","Unique mobile app D2 retention","Cost per unique mobile app D2 retention (COP)","Mobile app D7 retention","Cost per mobile app D7 retention (COP)","Unique mobile app D7 retention","Cost per unique mobile app D7 retention (COP)","Offline other conversions","Cost per offline other conversion (COP)","Offline other conversion value","On-Facebook workflow completions","Cost per on-Facebook workflow completion (COP)","On-Facebook workflow completion conversion value","Phone Number Clicks","Products customized","Cost per customize product (COP)","Customize product conversion value","Purchase ROAS (return on ad spend)",Purchases,"Cost per purchase (COP)","Purchases conversion value","Unique purchases","Cost per unique purchase (COP)","Ratings submitted","Cost per rating submitted (COP)","Ratings submitted conversion value","Unique ratings submitted","Cost per unique rating submitted (COP)","Registrations Completed","Cost per registration completed (COP)","Registrations completed conversion value","Unique registrations completed","Cost per unique registration completed (COP)",Searches,"Cost per search (COP)","Searches conversion value","Unique searches","Cost per unique search (COP)",Subscriptions,"Cost per subscription (COP)","Subscribe conversion value","Trials started","Cost per start trial (COP)","Start trial conversion value","Tutorials completed","Cost per tutorial completed (COP)","Tutorials completed conversion value","Unique tutorials completed","Cost per unique tutorial completed (COP)","WA Btn","WA Btn conversion value","Cost per action type WA Btn","Website adds of payment info","Website adds of payment info conversion value","Website adds to cart","Website adds to cart conversion value","Website adds to wishlist","Website adds to wishlist conversion value","Website applications submitted","Website submit application conversion value","Website appointments scheduled","Website schedule conversion value","Website checkouts initiated","Website checkouts initiated conversion value","Website contacts","Website contact conversion value","Website content views","Website content views conversion value","Website donations","Website donate conversion value","Website leads","Website leads conversion value","Website location searches","Website find location conversion value","Website products customized","Website customize product conversion value","Website purchase ROAS (return on ad spend)","Website purchases","Website purchases conversion value","Website registrations completed","Website registrations completed conversion value","Website searches","Website searches conversion value","Website subscriptions","Website subscribe conversion value","Website trials started","Website start trial conversion value","Account ID","Account name","Campaign name","Campaign ID","Ad set ID","Date created","Date last edited",Starts,Ends,"Reporting starts","Reporting ends",Bid,"Bid type","Ad set budget","Ad set budget type","Location (ad set settings)","Age (ad set settings)","Gender (ad set settings)",custom_audiences,excluded_custom_audiences,"Optimization events","Optimization Event Indicator","Optimization event conversion window","Cost per optimization event","Last significant edit"
"WW Int: Comida > Cocina japonesa > Sushi",,,,,,0,0,0,not_delivering,0,0,0,0,0,0,"7-day click or 1-day view",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,,,,,,0,,,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Interact Fanpage CBO",23849219070980786,23849219071030786,2022-01-16,2022-01-16,2022-01-16,2022-01-23,2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,"Using campaign budget",0,"No Breakdown",,,,,,,,,2022-01-16T21:13:37-0500
"WW Int: Gastronomia > Sushi",,,,,,0,0,0,not_delivering,0,0,0,0,0,0,"7-day click or 1-day view",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,,,,,,0,,,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Interact Fanpage CBO",23849219070980786,23849257958880786,2022-01-16,2022-01-16,2022-01-16,2022-01-23,2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,"Using campaign budget",0,"No Breakdown",,,,,,,,,2022-01-16T21:14:06-0500
"WW Int: Cocina > Sushi",,,,,,0,0,0,inactive,0,0,0,0,0,0,"7-day click or 1-day view",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,,,,,,0,,,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Interact Fanpage CBO",23849219070980786,23849263362420786,2022-01-16,2022-01-21,2022-01-16,2022-01-23,2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,"Using campaign budget",0,"No Breakdown",,,,,,,,,2022-01-16T21:12:52-0500
"PG -  Comida > Cocina japonesa > Sushi",,,,,,0,0,0,inactive,0,0,0,0,0,0,"7-day click or 1-day view",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,,,,,,0,,,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Conversion ABO web",23849353082650786,23849353082700786,2022-01-28,2022-02-01,2022-01-29,"En curso",2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,8000,Daily,"No Breakdown",,,,,,,,,2022-01-30T07:53:07-0500
"PG -  Recetas > Aprendizaje, +2 > Compras, +2 > Sushi",,,,,,0,0,0,inactive,0,0,0,0,0,0,"7-day click or 1-day view",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,,,,,,0,,,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Conversion ABO web",23849353082650786,23849353303580786,2022-01-29,2022-02-01,2022-01-29,"En curso",2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,8000,Daily,"No Breakdown",,,,,,,,,2022-01-30T08:39:32-0500
"fusion adsets",0.35294118,0.70833333,1,actions:offsite_conversion.fb_pixel_purchase,0.053908355795148,1738,1.067319,1855,inactive,10470,48,218.125,2.587601,1857,26,"7-day click or 1-day view",10470,6024.165708,5644.204852,34,,,34,6,1,3,,,,,,,307.941176,,307.941176,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,24,20,24,20,1.293801,1.150748,1.293801,1.150748,37,2.128884,0,0,,,436.25,523.5,436.25,523.5,282.972973,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,615.882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.956543,1,10470,51895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,4.956543,1,51895,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Conversion ABO web",23849353082650786,23849353327670786,2022-01-29,2022-02-03,2022-01-29,"En curso",2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,12000,Daily,"No Breakdown",,,,,1,actions:offsite_conversion.fb_pixel_purchase,"1 day after viewing, 7 days after clicking",10470,2022-02-01T11:43:10-0500
"PG -  Gastronomia > Sushi",,,,,,0,0,0,inactive,0,0,0,0,0,0,"7-day click or 1-day view",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,,,,,,0,,,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Conversion ABO web",23849353082650786,23849353353650786,2022-01-29,2022-02-01,2022-01-29,"En curso",2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,8000,Daily,"No Breakdown",,,,,,,,,2022-02-01T11:42:52-0500
"PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",,,,,,0,0,0,inactive,0,0,0,0,0,0,"7-day click or 1-day view",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,,,,,,0,,,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Conversion ABO web",23849353082650786,23849353360500786,2022-01-29,2022-02-01,2022-01-29,"En curso",2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,8000,Daily,"No Breakdown",,,,,,,,,2022-01-30T08:39:31-0500
"InitiateCheckout - Purchase 15d + All Interact 30d [5imp/1d]",0,0.1,1480,reach,94.327597195666,1480,1.060135,1569,not_delivering,4027,48,83.895833,3.059273,1574,0,"7-day click or 1-day view",2720.9459459459,2720.945946,2566.602932,21,,,21,11,,,,,,,,,191.761905,,191.761905,,,,,,,,,,,,,,,,00:00:00,,0,0,,,,,,10,10,10,10,0.637349,0.675676,0.637349,0.675676,44,2.972973,0,0,,,402.7,402.7,402.7,402.7,91.522727,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888805611817797,"Sushi Founder Ads Account","Remkt alcance [WA] CBO",23849381119230786,23849381119400786,2022-02-02,2022-02-02,2022-02-02,"En curso",2022-02-03,2022-02-03,0,ABSOLUTE_OCPM,4026,Daily,"No Breakdown",,,,,1480,reach,,2720.9459459459,0
